id,titulo,año,pais,tipo
548,Rey,2017,Chile,Película
549,"Hernán Cortés, un hombre entre Dios y el Diablo",2016,México,Película
550,La quintrala,1955,Argentina,Película
551,Sitiados (Serie de TV),2015,Chile,Serie de TV
552,El señor de Ballantrae (TV),1984,Reino Unido,TV
553,Pasión (Serie de TV),2007,México,Serie de TV
554,Los pecados de Inés de Hinojosa (Miniserie de TV),1988,Colombia,Miniserie de TV
555,Único testigo,1985,Estados Unidos,Película
556,Vaya par de idiotas,1996,Estados Unidos,Película
557,A las duras y a las maduras,1998,Estados Unidos,Película
558,Sábado trágico,1955,Estados Unidos,Película
559,El forastero (TV),2002,Estados Unidos,TV
560,Juramento de silencio (TV),2013,Estados Unidos,TV
561,El desprecio (TV),2011,Estados Unidos,TV
562,Sarah Cain,2007,Estados Unidos,Película
563,Un extraño en Sugarcreek (TV),2014,Estados Unidos,TV
564,La decisión Amish (TV),2014,Estados Unidos,TV
565,Un abismo en el corazón (TV),2010,Estados Unidos,TV
566,Cuánta madera roería una marmota (TV),1976,Alemania del Oeste (RFA),TV
567,Toda la verdad (TV),2004,Canadá,TV
568,Amor sin condición (TV),2017,Estados Unidos,TV
569,Paso decisivo (TV),2015,Estados Unidos,TV
570,La noche del escándalo Minsky's,1968,Estados Unidos,Película
571,Cadena perpetua,1994,Estados Unidos,Película
572,E.T. el extraterrestre,1982,Estados Unidos,Película
573,Gran Torino,2008,Estados Unidos,Película
574,Friends (Serie de TV),1994,Estados Unidos,Serie de TV
575,Slumdog Millionaire,2008,Reino Unido,Película
576,Dos tontos muy tontos,1994,Estados Unidos,Película
577,Intocable,2011,Francia,Película
578,El indomable Will Hunting,1997,Estados Unidos,Película
579,Big Bang (Serie de TV),2007,Estados Unidos,Serie de TV
580,Cómo conocí a vuestra madre (Serie de TV),2005,Estados Unidos,Serie de TV
581,Bailando con lobos,1990,Estados Unidos,Película
582,South Park (Serie de TV),1997,Estados Unidos,Serie de TV
583,La boda de mi mejor amigo,1997,Estados Unidos,Película
584,7 vidas (Serie de TV),1999,España,Serie de TV
585,Ben-Hur,1959,Estados Unidos,Película
586,El niño con el pijama de rayas,2008,Reino Unido,Película
587,Oficial y caballero,1982,Estados Unidos,Película
588,Érase una vez en América,1984,Estados Unidos,Película
589,Tomates verdes fritos,1991,Estados Unidos,Película
590,Sexo en Nueva York (Serie de TV),1998,Estados Unidos,Serie de TV
591,Hable con ella,2002,España,Película
592,Criadas y señoras,2011,Estados Unidos,Película
593,Cuando Harry encontró a Sally,1989,Estados Unidos,Película
594,El cazador,1978,Estados Unidos,Película
595,Primos,2011,España,Película
596,El tercer hombre,1949,Reino Unido,Película
597,Green Book,2018,Estados Unidos,Película
598,Thelma & Louise,1991,Estados Unidos,Película
599,Seinfeld (Serie de TV),1989,Estados Unidos,Serie de TV
600,Rush,2013,Reino Unido,Película
601,Paseando a Miss Daisy,1989,Estados Unidos,Película
602,Dos hombres y un destino,1969,Estados Unidos,Película
603,Y tu mamá también,2001,México,Película
604,Perfectos desconocidos,2017,España,Película
605,Fiebre del sábado noche,1977,Estados Unidos,Película
606,Cowboy de medianoche,1969,Estados Unidos,Película
607,It,2017,Estados Unidos,Película
608,El irlandés,2019,Estados Unidos,Película
609,Doctor en Alaska (Serie de TV),1990,Estados Unidos,Serie de TV
610,Dersu Uzala (El cazador),1975,Unión Soviética (URSS),Película
611,Los Simpson (Serie de TV),1989,Estados Unidos,Serie de TV
612,Padre de familia (Serie de TV),1999,Estados Unidos,Serie de TV
613,La princesa Mononoke,1997,Japón,Película
614,Akira,1988,Japón,Película
615,Padre Made in USA (Serie de TV),2005,Estados Unidos,Serie de TV
616,Persépolis,2007,Francia,Película
617,Death Note (Serie de TV),2006,Japón,Serie de TV
618,La tumba de las luciérnagas,1988,Japón,Película
619,Ghost in the Shell,1995,Japón,Película
620,Rick y Morty (Serie de TV),2013,Estados Unidos,Serie de TV
621,"South Park: Más grande, más largo y sin cortes",1999,Estados Unidos,Película
622,Mary and Max,2009,Australia,Película
623,Vals con Bashir,2008,Israel,Película
624,La fiesta de las salchichas,2016,Estados Unidos,Película
625,A Scanner Darkly (Una mirada a la oscuridad),2006,Estados Unidos,Película
626,Neon Genesis Evangelion (Serie de TV),1995,Japón,Serie de TV
627,Final Fantasy: La Fuerza Interior,2001,Estados Unidos,Película
628,Perfect Blue,1997,Japón,Película
629,"Paprika, detective de los sueños",2006,Japón,Película
630,Fullmetal Alchemist (Serie de TV),2003,Japón,Serie de TV
631,Ninja Scroll,1993,Japón,Película
632,Chico & Rita,2010,España,Película
633,Beavis y Butt-Head (Serie de TV),1993,Estados Unidos,Serie de TV
634,Anomalisa,2015,Estados Unidos,Película
635,Team America: La policía del mundo,2004,Estados Unidos,Película
636,"Love, Death + Robots (Serie de TV)",2019,Estados Unidos,Serie de TV
637,Fullmetal Alchemist: Brotherhood (Serie de TV),2009,Japón,Serie de TV
638,BoJack Horseman (Serie de TV),2014,Estados Unidos,Serie de TV
639,Waking Life,2001,Estados Unidos,Película
640,Bleach (Serie de TV),2004,Japón,Serie de TV
641,Elfen Lied (Serie de TV),2004,Japón,Serie de TV
642,"Batman: El regreso del Caballero Oscuro, Parte 2",2013,Estados Unidos,Película
643,Monster (Serie de TV),2004,Japón,Serie de TV
644,Ghost in the Shell 2: Innocence,2004,Japón,Película
645,Cuando el viento sopla,1986,Reino Unido,Película
646,¿Dónde está mi cuerpo?,2019,Francia,Película
647,The End of Evangelion,1997,Japón,Película
648,"Batman: El regreso del Caballero Oscuro, Parte 1",2012,Estados Unidos,Película
649,"Cowboy Bebop, la película: Llamando a las puertas del cielo",2001,Japón,Película
650,El show de Cleveland (Serie de TV),2009,Estados Unidos,Serie de TV
651,Beavis y Butt-Head recorren América,1996,Estados Unidos,Película
652,Big Mouth (Serie de TV),2017,Estados Unidos,Serie de TV
653,Paranoia agent (Serie de TV),2004,Japón,Serie de TV
654,El congreso,2013,Israel,Película
655,Millennium Actress,2001,Japón,Película
656,"Kenshin, El Guerrero Samurái: Recuerdos",1999,Japón,Película
657,El planeta salvaje,1973,Francia,Película
658,Tiburón,1975,Estados Unidos,Película
659,La edad de hielo (Ice Age),2002,Estados Unidos,Película
660,101 dálmatas,1961,Estados Unidos,Película
661,Dr. Dolittle,1998,Estados Unidos,Película
662,Bambi,1942,Estados Unidos,Película
663,King Kong,2005,Estados Unidos,Película
664,Cocodrilo Dundee,1986,Australia,Película
665,Los pájaros,1963,Estados Unidos,Película
666,Ice Age 2: El deshielo,2006,Estados Unidos,Película
667,Ted,2012,Estados Unidos,Película
668,"Ace Ventura, un detective diferente",1994,Estados Unidos,Película
669,Chicken Run: Evasión en la granja,2000,Reino Unido,Película
670,"Babe, el cerdito valiente",1995,Australia,Película
671,Zootrópolis,2016,Estados Unidos,Película
672,War Horse (Caballo de batalla),2011,Estados Unidos,Película
673,Noé,2014,Estados Unidos,Película
674,El libro de la selva,2016,Estados Unidos,Película
675,George de la jungla,1997,Estados Unidos,Película
676,Siempre a tu lado (Hachiko),2009,Estados Unidos,Película
677,Anaconda,1997,Estados Unidos,Película
678,Los trotamúsicos (Los 4 músicos de Bremen) (Serie de TV),1989,España,Serie de TV
679,Ice Age 4: La formación de los continentes,2012,Estados Unidos,Película
680,Deep Blue Sea,1999,Estados Unidos,Película
681,Océanos de fuego (Hidalgo),2004,Estados Unidos,Película
682,Tarzán de los monos,1932,Estados Unidos,Película
683,Mascotas,2016,Estados Unidos,Película
684,"Beethoven, uno más de la familia",1992,Estados Unidos,Película
685,¡Liberad a Willy!,1993,Estados Unidos,Película
686,Sigo como Dios,2007,Estados Unidos,Película
687,101 dálmatas. ¡Más vivos que nunca!,1996,Estados Unidos,Película
688,El viaje del emperador,2005,Francia,Película
689,Planeta Tierra (Serie de TV),2006,Reino Unido,Serie de TV
690,"Tierra, la película de nuestro planeta",2007,Reino Unido,Película
691,El hombre y la Tierra (Serie de TV),1974,España,Serie de TV
692,El hombre que susurraba a los caballos,1998,Estados Unidos,Película
693,Río,2011,Estados Unidos,Película
694,Una pareja de tres,2008,Estados Unidos,Película
695,El oso,1988,Francia,Película
696,"Rex, un policía diferente (Serie de TV)",1994,Austria,Serie de TV
697,Infierno blanco,2011,Estados Unidos,Película
698,"Seabiscuit, más allá de la leyenda",2003,Estados Unidos,Película
699,300,2006,Estados Unidos,Película
700,Troya,2004,Estados Unidos,Película
701,Alejandro Magno,2004,Estados Unidos,Película
702,Hércules,1997,Estados Unidos,Película
703,300: El origen de un imperio,2014,Estados Unidos,Película
704,Furia de titanes,2010,Estados Unidos,Película
705,Casi 300,2008,Estados Unidos,Película
706,"Xena, la princesa guerrera (Serie de TV)",1995,Estados Unidos,Serie de TV
707,Inmortales,2011,Estados Unidos,Película
708,Ira de Titanes,2012,Estados Unidos,Película
709,Hércules: Sus viajes legendarios (Serie de TV),1995,Estados Unidos,Serie de TV
710,Hércules,2014,Estados Unidos,Película
711,Furia de titanes,1981,Reino Unido,Película
712,Jasón y los argonautas,1963,Reino Unido,Película
713,Hércules. El origen de la leyenda,2014,Estados Unidos,Película
714,Hércules (Serie de TV),1998,Estados Unidos,Serie de TV
715,El joven Hércules (Serie de TV),1998,Estados Unidos,Serie de TV
716,Lisístrata,2002,España,Película
717,La odisea (Miniserie de TV),1997,Estados Unidos,Miniserie de TV
718,Ulises,1954,Italia,Película
719,"Edipo, el hijo de la fortuna (Edipo Rey)",1967,Italia,Película
720,Helena de Troya (Miniserie de TV),2003,Estados Unidos,Miniserie de TV
721,Hércules (Miniserie de TV),2005,Estados Unidos,Miniserie de TV
722,El coloso de Rodas,1961,Italia,Película
723,El león de Esparta,1962,Estados Unidos,Película
724,Medea,1969,Italia,Película
725,Jasón y los Argonautas en Busca del Vellocino de Oro (Miniserie de TV),2000,Estados Unidos,Miniserie de TV
726,Alejandro Magno,1956,Estados Unidos,Película
727,Hércules,1997,Alemania,Película
728,El joven Hércules,1998,Estados Unidos,Película
729,"Hércules, de cero a héroe",1999,Estados Unidos,Película
730,Helena de Troya,1956,Estados Unidos,Película
731,Troya: La caída de una ciudad (Miniserie de TV),2018,Reino Unido,Miniserie de TV
732,"301, La leyenda del Imponentus Maximus",2010,Estados Unidos,Película
733,Una tragedia griega (C),1985,Bélgica,Cortometraje
734,Sócrates (TV),1971,Italia,TV
735,El cuentacuentos: Mitos griegos (Serie de TV),1990,Reino Unido,Serie de TV
736,La última batalla de los 300 (TV),2007,Estados Unidos,TV
737,La batalla de Maratón,1959,Italia,Película
738,Las troyanas,1971,Estados Unidos,Película
739,Iphigenia (Ifigenia),1977,Grecia,Película
740,Hércules,1958,Italia,Película
741,Electra,1962,Grecia,Película
742,Nostos: El retorno,1989,Italia,Película
743,Antígona,1992,Alemania,Película
744,Hércules y la reina de Lidia,1959,Italia,Película
745,La guerra de Troya,1961,Italia,Película
746,Hércules & Xena: La Batalla por el Monte Olimpo,1998,Estados Unidos,Película
747,El continente perdido,1961,Estados Unidos,Película
748,La pequeña Polon (Serie de TV),1982,Japón,Serie de TV
749,Gladiator,2000,Estados Unidos,Película
750,Espartaco,1960,Estados Unidos,Película
751,Ágora,2009,España,Película
752,Astérix y las 12 pruebas,1976,Francia,Película
753,Roma (Serie de TV),2005,Estados Unidos,Serie de TV
754,Astérix y Obélix contra César,1999,Francia,Película
755,Spartacus: Sangre y arena (Serie de TV),2010,Estados Unidos,Serie de TV
756,El rey Arturo,2004,Estados Unidos,Película
757,Spartacus: Dioses de la Arena (Miniserie de TV),2011,Estados Unidos,Miniserie de TV
758,Centurión,2010,Reino Unido,Película
759,Pompeya,2014,Estados Unidos,Película
760,Quo Vadis,1951,Estados Unidos,Película
761,La legión del águila,2011,Estados Unidos,Película
762,La última legión,2007,Reino Unido,Película
763,Spartacus: Venganza (Serie de TV),2012,Estados Unidos,Serie de TV
764,Cleopatra,1963,Estados Unidos,Película
765,"Yo, Claudio (Miniserie de TV)",1976,Reino Unido,Miniserie de TV
766,Spartacus: La guerra de los condenados (Serie de TV),2013,Estados Unidos,Serie de TV
767,Astérix el Galo,1967,Francia,Película
768,Titus,1999,Estados Unidos,Película
769,Astérix en los Juegos Olímpicos,2008,Francia,Película
770,Calígula,1979,Italia,Película
771,Julio César,1953,Estados Unidos,Película
772,La loca historia del mundo,1981,Estados Unidos,Película
773,Astérix y el golpe del menhir,1989,Francia,Película
774,Ben-Hur,2016,Estados Unidos,Película
775,Ben-Hur,1925,Estados Unidos,Película
776,Druidas,2001,Francia,Película
777,"Hispania, la leyenda (Serie de TV)",2010,España,Serie de TV
778,Resucitado,2016,Estados Unidos,Película
779,Golfus de Roma,1966,Reino Unido,Película
780,La caída del imperio romano,1964,Estados Unidos,Película
781,Astérix: La residencia de los dioses,2014,Francia,Película
782,La túnica sagrada,1953,Estados Unidos,Película
783,Satiricón (Satyricon),1969,Italia,Película
784,Barrabás,1961,Italia,Película
785,Astérix y Obélix: Al servicio de Su Majestad,2012,Francia,Película
786,"Atila, rey de los hunos (Atila, el huno) (TV)",2001,Estados Unidos,TV
787,Astérix: El secreto de la poción mágica,2018,Francia,Película
788,Justo antes de Cristo (Serie de TV),2019,España,Serie de TV
789,Las tres edades,1923,Estados Unidos,Película
790,Bárbaros (Serie de TV),2020,Alemania,Serie de TV
791,Espartaco (TV),2004,Estados Unidos,TV
792,Dragon Blade,2015,China,Película
793,Britannia (Serie de TV),2018,Reino Unido,Serie de TV
794,Invictus: El correo del César (C),2013,España,Cortometraje
795,El sangriento Imperio Romano (Serie de TV),2016,Estados Unidos,Serie de TV
796,"Atila, rey de los Hunos",1954,Estados Unidos,Película
797,Demetrius y los gladiadores,1954,Estados Unidos,Película
798,El príncipe de Egipto,1998,Estados Unidos,Película
799,La momia,1999,Estados Unidos,Película
800,El regreso de la momia,2001,Estados Unidos,Película
801,Exodus: Dioses y reyes,2014,Estados Unidos,Película
802,El rey escorpión,2002,Estados Unidos,Película
803,Los diez mandamientos,1956,Estados Unidos,Película
804,Astérix y Obélix: Misión Cleopatra,2002,Francia,Película
805,La momia,2017,Estados Unidos,Película
806,Astérix y Cleopatra,1968,Francia,Película
807,Dioses de Egipto,2016,Estados Unidos,Película
808,La momia,1932,Estados Unidos,Película
809,La sombra del faraón,1999,Estados Unidos,Película
810,Tierra de faraones,1955,Estados Unidos,Película
811,El Rey Escorpión 2: El nacimiento de un guerrero,2008,Estados Unidos,Película
812,Sinuhe el egipcio,1954,Estados Unidos,Película
813,Faraón,1966,Polonia,Película
814,La momia,1959,Reino Unido,Película
815,La maldición de la tumba de Tutankamon (TV),2006,Estados Unidos,TV
816,Los diez mandamientos,1923,Estados Unidos,Película
817,Tutankamon (Miniserie de TV),2015,Canadá,Miniserie de TV
818,Cleopatra,1934,Estados Unidos,Película
819,Marco Antonio y Cleopatra,1972,Reino Unido,Película
820,El monstruo (C),1903,Francia,Cortometraje
821,César y Cleopatra,1945,Reino Unido,Película
822,Los secretos de la tumba de Saqqara,2020,Estados Unidos,Película
823,Lucifer Rising,1972,Estados Unidos,Película
824,Cleopatra (Miniserie de TV),1999,Estados Unidos,Miniserie de TV
825,El Rey Escorpión 4: La búsqueda del poder,2015,Estados Unidos,Película
826,Michael Jackson: Remember the Time (Vídeo musical),1992,Estados Unidos,Vídeo musical
827,Los diez mandamientos (TV),2006,Estados Unidos,TV
828,Melodías egipcias (C),1931,Estados Unidos,Cortometraje
829,La revelación de las pirámides,2010,Francia,Película
830,El éxodo descifrado (TV),2006,Canadá,TV
831,La sangre en la tumba de la momia,1971,Reino Unido,Película
832,Los ojos de la momia,1918,Alemania,Película
833,El oráculo de Delfos (C),1903,Francia,Cortometraje
834,"Nefertiti, Reina del Nilo",1961,Italia,Película
835,El Rey Escorpión: El libro de las almas,2018,Estados Unidos,Película
836,Katy Perry: Dark Horse (Vídeo musical),2014,Estados Unidos,Vídeo musical
837,La vie et la passion de Jésus-Christ (C),1898,Francia,Cortometraje
838,Las pirámides de Egipto (C),2013,Francia,Cortometraje
839,Sudán: La Reina del Nilo,1945,Estados Unidos,Película
840,Assassin’s Creed Origins: From Sand (C),2017,Francia,Cortometraje
841,Cleopatra,1970,Japón,Película
